datetime,open,high,low,close,vol,band_10,band_9,band_8,band_7,band_6,band_5,mrs_close,RP,MRP,band_4,band_3,band_2,band_1,score
2004-07-06,112.37,112.45,111.63,111.89,38511000.0,R,R,R,R,R,G,112.45423076923076,100.0,0.0,R,R,R,B,1.0
2004-07-07,111.81,112.57,111.75,112.22,29845700.0,,R,R,R,R,G,112.44557692307693,100.0,0.0,R,R,R,B,1.0
2004-07-08,111.81,112.32,111.2,111.42,44004800.0,R,R,R,R,R,G,112.39115384615386,100.0,0.0,R,R,R,B,1.0
2004-07-09,111.71,111.94,111.38,111.73,27398100.0,,R,R,R,R,G,112.34057692307691,100.0,0.0,B,R,R,B,1.0
2004-07-12,111.52,112.04,111.0,111.78,35296100.0,,R,R,R,R,G,112.29403846153846,100.0,0.0,B,R,R,B,1.0
2004-07-13,111.92,112.02,111.63,111.86,26760600.0,,R,R,R,R,G,112.24711538461537,100.0,0.0,B,R,R,B,1.0
2004-07-14,111.26,112.39,111.12,111.52,53086400.0,,R,R,R,R,G,112.22211538461539,100.0,0.0,B,R,R,B,1.0
2004-07-15,111.74,111.91,110.7,110.8,38250300.0,R,R,R,R,R,G,112.20230769230768,100.0,0.0,R,R,R,B,1.0
2004-07-16,111.57,111.67,110.44,110.71,40446600.0,R,R,R,R,R,G,112.19749999999999,100.0,0.0,R,R,R,B,1.0
2004-07-19,110.75,110.96,109.99,110.24,39371100.0,R,R,R,R,R,G,112.16076923076925,100.0,0.0,R,R,R,B,1.0
2004-07-20,110.53,111.9,110.25,111.64,47276900.0,,R,R,R,R,G,112.1526923076923,100.0,0.0,B,R,R,B,1.0
2004-07-21,111.82,112.06,109.45,109.58,55799700.0,,R,R,R,R,G,112.09115384615384,100.0,0.0,R,R,R,B,1.0
2004-07-22,109.36,110.39,108.77,109.88,71483900.0,,R,R,R,R,G,112.05403846153845,100.0,0.0,B,R,G,R,2.0
2004-07-23,109.62,109.71,108.69,109.02,49477100.0,R,R,R,R,R,G,112.03596153846154,100.0,0.0,R,R,R,R,1.0
2004-07-26,109.19,109.43,108.21,108.75,49413600.0,R,R,R,R,R,G,112.03442307692308,100.0,0.0,R,R,R,R,1.0
2004-07-27,109.05,110.11,108.97,109.77,50861000.0,,R,R,R,R,G,112.03480769230768,100.0,0.0,B,R,R,R,1.0
2004-07-28,109.55,110.37,108.59,110.1,65816300.0,,R,R,R,R,G,112.02807692307692,100.0,0.0,B,R,R,R,1.0
2004-07-29,110.54,110.87,110.0,110.57,52110500.0,,R,R,G,R,G,112.03923076923077,100.0,0.0,B,R,G,R,3.0
2004-07-30,110.32,110.9,110.1,110.84,41021500.0,,R,G,G,R,G,112.05461538461539,100.0,0.0,B,G,G,B,5.0
2004-08-02,110.19,113.61,110.05,111.07,38255600.0,G,G,G,G,G,G,112.09249999999999,100.0,0.0,G,G,G,B,9.0
2004-08-03,110.93,111.06,110.16,110.21,40737600.0,,R,R,G,R,G,112.10326923076923,100.0,0.0,B,G,G,B,4.0
2004-08-04,109.89,110.75,109.64,110.2,40618300.0,,R,G,R,R,G,112.12115384615383,100.0,0.0,B,G,G,B,4.0
2004-08-05,110.29,110.38,108.27,108.4,50737600.0,,R,R,R,R,G,112.09769230769231,100.0,0.0,B,R,G,B,2.0
2004-08-06,107.63,107.965,106.62,106.85,74280400.0,R,R,R,R,R,G,112.04076923076923,100.0,0.0,R,R,G,R,2.0
2004-08-09,107.02,107.48,106.87,107.0,37074500.0,,R,R,R,R,G,111.97788461538461,100.0,0.0,R,R,R,R,1.0
2004-08-10,107.31,108.41,107.26,108.38,55606500.0,,R,G,R,R,G,111.91115384615384,100.0,0.0,B,R,G,R,3.0
2004-08-11,107.68,108.33,107.1,108.16,52458900.0,,R,G,R,R,G,111.8326923076923,100.0,0.0,B,R,G,R,3.0
2004-08-12,107.68,107.95,106.65,106.98,49940800.0,,R,G,R,R,G,111.71942307692308,100.0,0.0,R,R,G,R,3.0
2004-08-13,107.1,107.35,106.59,107.19,41377800.0,,R,G,R,R,G,111.61038461538462,100.0,0.0,B,R,G,R,3.0
2004-08-16,107.14,108.64,107.1,108.3,45478100.0,,R,G,R,R,G,111.52557692307693,100.0,0.0,B,R,G,R,3.0
2004-08-17,108.75,109.28,108.53,108.91,40156700.0,,R,G,G,R,G,111.44442307692307,100.0,0.0,B,G,G,R,5.0
2004-08-18,108.52,110.17,107.07,110.03,43106000.0,,R,G,G,R,G,111.4048076923077,100.0,0.0,G,G,G,R,6.0
2004-08-19,109.81,110.02,109.18,109.71,39903600.0,,G,G,G,G,G,111.3419230769231,100.0,0.0,G,G,G,B,8.0
2004-08-20,109.61,110.63,109.51,110.48,43815600.0,,G,G,G,G,G,111.26076923076923,100.0,0.0,G,G,G,B,8.0
2004-08-23,110.55,110.77,110.05,110.2,33588400.0,,G,G,G,G,G,111.17115384615384,100.0,0.0,G,G,G,B,8.0
2004-08-24,110.64,110.73,109.85,110.35,30537300.0,,G,R,G,G,G,111.105,100.0,0.0,G,G,G,B,7.0
2004-08-25,110.33,111.27,109.9,111.1,38483800.0,G,G,G,G,G,G,111.04249999999999,100.0,0.0,G,G,G,B,9.0
2004-08-26,110.96,111.31,110.85,111.1,25968300.0,G,G,G,G,G,G,111.00173076923078,100.0,0.0,G,G,G,B,9.0
2004-08-27,111.2,111.63,111.05,111.45,24384300.0,G,G,G,G,G,G,110.95230769230768,100.0,0.0,G,G,G,B,9.0
2004-08-30,111.23,111.34,110.45,110.53,26666500.0,,G,G,G,G,G,110.88557692307693,100.0,0.0,B,G,G,B,7.0
2004-08-31,110.66,111.16,110.1,111.11,43756400.0,,G,G,G,G,G,110.83326923076923,100.0,0.0,B,G,G,B,7.0
2004-09-01,110.95,111.64,110.48,111.32,52769800.0,G,G,G,G,G,G,110.78884615384615,100.0,0.0,B,G,G,B,8.0
2004-09-02,111.24,112.7,111.24,112.58,42523900.0,G,G,G,G,G,G,110.77692307692307,100.0,0.0,G,G,G,B,9.0
2004-09-03,112.3,112.82,112.01,112.12,30489400.0,,G,G,G,G,G,110.74519230769229,100.0,0.0,B,G,G,B,7.0
2004-09-07,112.54,113.13,112.32,112.86,36786400.0,G,G,G,G,G,G,110.70884615384615,100.0,0.0,G,G,G,B,9.0
2004-09-08,112.62,113.06,112.31,112.58,32994000.0,,G,G,G,G,G,110.67403846153846,100.0,0.0,B,G,G,B,7.0
2004-09-09,112.57,112.88,112.03,112.48,34036700.0,,G,G,G,G,G,110.64788461538461,100.0,0.0,B,G,G,B,7.0
2004-09-10,112.52,113.27,112.09,113.06,27883800.0,G,G,G,G,G,G,110.64038461538462,100.0,0.0,B,G,G,G,9.0
2004-09-13,113.31,113.74,113.01,113.43,44115100.0,G,G,G,G,G,G,110.63096153846155,100.0,0.0,B,G,G,G,9.0
2004-09-14,113.3,113.69,113.19,113.66,27832300.0,,G,G,G,G,G,110.61423076923077,100.0,0.0,B,G,G,G,8.0
2004-09-15,113.3,113.36,112.68,112.8,38410900.0,,G,G,G,G,G,110.61153846153846,100.0,0.0,B,G,G,G,8.0
2004-09-16,112.85,113.37,112.8,113.14,23818100.0,,G,G,G,G,G,110.61653846153845,100.0,0.0,B,G,G,G,8.0
2004-09-17,112.95,113.36,112.69,113.15,33686300.0,,G,G,G,G,G,110.64076923076924,100.0,0.0,B,G,G,G,8.0
2004-09-20,112.67,112.99,112.28,112.47,37164900.0,,G,G,R,G,G,110.64557692307692,100.0,0.0,B,G,G,G,7.0
2004-09-21,112.75,113.47,112.54,112.96,40899500.0,,G,G,G,G,G,110.6751923076923,100.0,0.0,B,R,G,G,7.0
2004-09-22,112.5,112.52,111.5,111.55,48446600.0,,G,G,R,G,G,110.67173076923078,100.0,0.0,R,R,G,B,5.0
2004-09-23,111.6,111.7,110.95,110.95,43779800.0,R,R,G,R,R,G,110.65576923076922,100.0,0.0,R,R,R,B,2.0
2004-09-24,111.17,111.73,111.13,111.46,34703400.0,,R,G,R,R,G,110.64807692307691,100.0,0.0,R,R,G,B,3.0
2004-09-27,111.1,111.2,110.58,110.75,39340500.0,R,R,R,R,R,G,110.63326923076922,100.0,0.0,R,R,G,B,2.0
2004-09-28,110.91,111.51,110.41,111.28,41690600.0,,R,G,R,R,G,110.64250000000001,100.0,0.0,B,R,G,B,3.0
2004-09-29,111.21,111.85,111.0,111.84,33844300.0,,R,G,R,R,G,110.66423076923077,100.0,0.0,B,R,G,B,3.0
2004-09-30,111.55,111.98,111.26,111.76,43330800.0,,R,G,G,R,G,110.69346153846153,100.0,0.0,B,R,G,B,4.0
2004-10-01,112.26,113.65,112.21,113.65,62505500.0,,G,G,G,G,G,110.7321153846154,100.0,0.0,B,R,G,B,6.0
2004-10-04,114.1,114.44,113.8,113.84,33516300.0,,G,G,G,G,G,110.81403846153846,100.0,0.0,B,G,G,B,7.0
2004-10-05,113.85,114.16,113.54,113.9,36839600.0,,G,G,G,G,G,110.89134615384616,100.0,0.0,G,G,G,B,8.0
2004-10-06,113.77,114.68,113.68,114.62,42190900.0,G,G,G,G,G,G,110.99903846153846,100.0,0.0,G,G,G,B,9.0
2004-10-07,114.38,114.4,113.36,113.45,39359900.0,,G,G,G,G,G,111.08942307692307,100.0,0.0,B,G,G,B,7.0
2004-10-08,113.15,113.7,112.35,112.51,51626500.0,,G,G,R,G,G,111.1421153846154,100.0,0.0,B,G,G,B,6.0
2004-10-11,112.78,113.02,112.64,112.97,20058200.0,,G,G,R,G,G,111.1973076923077,100.0,0.0,B,G,G,B,6.0
2004-10-12,112.2,112.83,111.94,112.53,41714700.0,,R,G,R,R,G,111.235,100.0,0.0,B,R,G,B,3.0
2004-10-13,113.0,113.07,111.32,111.54,54030700.0,,R,G,R,R,G,111.24846153846154,100.0,0.0,R,R,G,B,3.0
2004-10-14,111.68,111.93,110.58,110.64,62690000.0,,R,G,R,R,G,111.24019230769233,100.0,0.0,R,R,G,B,3.0
2004-10-15,111.02,111.74,110.57,111.26,63129200.0,,R,G,R,R,G,111.26038461538461,100.0,0.0,R,R,G,B,3.0
2004-10-18,110.89,111.9,110.7,111.68,42315500.0,,R,G,R,R,G,111.28884615384617,100.0,0.0,B,R,G,B,3.0
2004-10-19,112.02,112.23,110.59,110.74,55691800.0,,R,G,R,R,G,111.33384615384615,100.0,0.0,R,R,R,B,2.0
2004-10-20,110.38,110.82,109.75,110.52,56455500.0,,R,G,R,R,G,111.4044230769231,100.0,0.0,R,R,G,B,3.0
2004-10-21,110.79,111.32,110.21,111.24,52713000.0,,R,G,R,R,G,111.48596153846155,100.0,0.0,B,R,G,B,3.0
2004-10-22,111.19,111.25,109.86,109.99,48331300.0,,R,G,R,R,G,111.51692307692308,100.0,0.0,R,R,R,B,2.0
2004-10-25,109.75,110.12,109.35,109.86,43472900.0,,R,G,R,R,G,111.54961538461538,100.0,0.0,R,R,G,B,3.0
2004-10-26,110.13,111.6,109.88,111.54,54373500.0,,R,G,R,R,G,111.6373076923077,100.0,0.0,B,R,G,B,3.0
2004-10-27,111.38,113.1,111.12,112.88,71624600.0,,G,G,G,G,G,111.74673076923078,100.0,0.0,B,R,G,B,6.0
2004-10-28,112.78,113.56,112.49,113.22,54252800.0,G,G,G,G,G,G,111.84134615384616,100.0,0.0,B,G,G,B,8.0
2004-10-29,113.12,113.64,112.9,113.2,48392900.0,G,G,G,G,G,G,111.92384615384616,100.0,0.0,G,G,G,B,9.0
2004-11-01,113.56,113.84,113.2,113.51,36776500.0,,G,G,G,G,G,111.99076923076922,100.0,0.0,G,G,G,B,8.0
2004-11-02,113.67,114.57,113.22,113.55,55844500.0,,G,G,G,G,G,112.06461538461538,100.0,0.0,G,G,G,B,8.0
2004-11-03,115.03,115.36,114.24,114.98,76130900.0,,G,G,G,G,G,112.15115384615385,100.0,0.0,G,G,G,B,8.0
2004-11-04,114.78,116.67,114.68,116.55,55134500.0,G,G,G,G,G,G,112.27326923076923,100.0,0.0,G,G,G,B,9.0
2004-11-05,117.05,117.64,116.49,117.28,63045700.0,G,G,G,G,G,G,112.40653846153847,100.0,0.0,G,G,G,G,10.0
2004-11-08,116.98,117.23,116.72,117.11,34165700.0,,G,G,G,G,G,112.52211538461539,100.0,0.0,G,G,G,G,9.0
2004-11-09,117.08,117.5,116.76,116.88,44609500.0,,G,G,G,G,G,112.63326923076923,100.0,0.0,B,G,G,G,8.0
2004-11-10,117.06,117.55,116.76,116.97,44910300.0,,G,G,G,G,G,112.73942307692309,100.0,0.0,B,G,G,G,8.0
2004-11-11,117.18,118.12,117.1,117.86,38410900.0,G,G,G,G,G,G,112.88038461538461,100.0,0.0,B,G,G,G,9.0
2004-11-12,117.97,119.0,117.68,118.79,54948600.0,G,G,G,G,G,G,113.02807692307692,100.0,0.0,G,G,G,G,10.0
2004-11-15,118.5,118.77,118.23,118.73,35299400.0,,G,G,G,G,G,113.17057692307692,100.0,0.0,B,G,G,G,8.0
2004-11-16,118.36,118.41,117.73,117.88,40127100.0,,G,G,G,G,G,113.27250000000001,100.0,0.0,B,G,R,G,7.0
2004-11-17,118.37,119.14,118.07,118.58,54243600.0,G,G,G,G,G,G,113.39673076923077,100.0,0.0,B,G,G,G,9.0
2004-11-18,118.53,118.8,118.23,118.74,31786100.0,,G,G,G,G,G,113.5098076923077,100.0,0.0,B,G,G,G,8.0
2004-11-19,118.7,118.72,117.14,117.42,54155200.0,,G,G,G,G,G,113.60288461538462,100.0,0.0,B,G,G,G,8.0
2004-11-22,117.17,118.12,117.03,117.98,37328900.0,,G,G,R,G,G,113.70865384615385,100.0,0.0,B,G,G,G,7.0
2004-11-23,117.93,118.26,117.37,118.16,41938400.0,,G,G,G,G,G,113.80673076923077,100.0,0.0,B,G,G,G,8.0
2004-11-24,118.27,118.59,118.07,118.44,29596600.0,,G,G,G,G,G,113.90307692307692,100.0,0.0,B,R,G,G,7.0
2004-11-26,118.51,118.98,118.3,118.35,15136500.0,,G,G,G,G,G,113.99326923076923,100.0,0.0,R,R,G,G,7.0
2004-11-29,118.79,119.01,117.48,117.81,61517600.0,,G,G,G,G,G,114.08961538461539,100.0,0.0,R,R,G,G,7.0
2004-11-30,118.0,118.24,117.64,117.89,54467300.0,,G,G,R,G,G,114.18096153846153,100.0,0.0,R,R,G,G,6.0
2004-12-01,118.16,119.5,118.1,119.23,49780300.0,G,G,G,G,G,G,114.29788461538462,100.0,0.0,B,R,G,G,8.0
2004-12-02,119.1,119.87,119.01,119.33,59419500.0,G,G,G,G,G,G,114.4298076923077,100.0,0.0,B,R,G,G,8.0
2004-12-03,119.31,120.14,119.09,119.25,48758300.0,,G,G,G,G,G,114.55076923076923,100.0,0.0,B,R,G,G,7.0
2004-12-06,119.21,119.64,118.84,119.21,33046500.0,,G,G,G,G,G,114.69807692307693,100.0,0.0,R,R,R,G,6.0
2004-12-07,119.49,119.62,118.04,118.1,51987900.0,,G,G,G,G,G,114.83557692307694,100.0,0.0,R,R,R,G,6.0
2004-12-08,118.21,118.82,118.01,118.79,43776800.0,,G,G,R,G,G,114.97653846153847,100.0,0.0,R,R,R,G,5.0
2004-12-09,118.14,119.46,117.73,119.21,60584200.0,,G,G,R,G,G,115.13923076923076,100.0,0.0,B,R,G,G,6.0
2004-12-10,118.91,119.56,118.85,119.33,47785300.0,,G,G,G,G,G,115.29403846153846,100.0,0.0,B,R,G,G,7.0
2004-12-13,119.76,120.4,119.35,120.37,38639800.0,G,G,G,G,G,G,115.45807692307693,100.0,0.0,B,R,G,G,8.0
2004-12-14,120.18,120.96,120.18,120.79,41593800.0,G,G,G,G,G,G,115.63173076923077,100.0,0.0,B,G,G,G,9.0
2004-12-15,120.7,121.11,120.31,120.88,46750200.0,G,G,G,G,G,G,115.77076923076923,100.0,0.0,G,G,G,G,10.0
2004-12-16,120.72,121.24,120.04,120.81,51548400.0,G,G,G,G,G,G,115.9048076923077,100.0,0.0,G,G,G,G,10.0
2004-12-17,119.46,119.97,119.16,119.44,66378500.0,,G,G,R,G,G,116.01134615384616,100.0,0.0,B,R,G,G,6.0
2004-12-20,119.73,120.29,119.17,119.47,46146800.0,,G,G,R,G,G,116.10461538461537,100.0,0.0,R,R,G,G,6.0
2004-12-21,119.6,120.48,52.67,120.39,33154300.0,,R,G,R,R,G,116.23807692307693,100.0,0.0,B,R,G,G,4.0
2004-12-22,120.38,121.08,120.05,120.68,31498200.0,,G,G,G,G,G,116.39519230769231,100.0,0.0,B,R,G,G,7.0
2004-12-23,120.87,121.28,120.09,120.77,25314700.0,,G,G,G,G,G,116.5451923076923,100.0,0.0,B,R,G,G,7.0
2004-12-27,121.2,121.36,120.39,120.52,29883500.0,,G,G,G,G,G,116.69884615384616,100.0,0.0,R,R,G,G,7.0
2004-12-28,120.64,121.33,120.6,121.18,23388500.0,,G,G,G,G,G,116.88423076923075,100.0,0.0,B,R,G,G,7.0
2004-12-29,121.08,121.4,120.95,121.36,23772200.0,G,G,G,G,G,G,117.09038461538461,100.0,0.0,B,R,G,G,8.0
2004-12-30,121.4,121.57,121.04,121.13,21016400.0,,G,G,G,G,G,117.28019230769232,100.0,0.0,R,R,G,G,7.0
2004-12-31,121.3,121.66,120.8,120.87,28610100.0,,G,G,G,G,G,117.45692307692308,100.0,0.0,R,R,R,G,6.0
2005-01-03,121.56,121.76,119.9,120.3,55962600.0,,G,G,G,G,G,117.64076923076924,100.0,0.0,R,R,R,G,6.0
2005-01-04,120.46,120.54,118.44,118.83,69218800.0,,G,R,R,R,G,117.80057692307693,100.0,0.0,R,R,R,G,3.0
2005-01-05,118.74,119.25,118.0,118.01,65693900.0,,R,R,R,R,G,117.93076923076923,100.0,0.0,R,R,R,B,1.0
2005-01-06,118.44,119.15,118.26,118.61,48232400.0,,R,R,R,R,G,118.09653846153847,100.0,0.0,R,R,R,B,1.0
2005-01-07,118.97,119.23,118.13,118.44,55521500.0,,R,R,R,R,G,118.26153846153845,100.0,0.0,R,R,R,B,1.0
2005-01-10,118.34,119.46,118.34,119.0,56570300.0,,R,R,R,R,G,118.40499999999999,100.0,0.0,B,R,R,B,1.0
2005-01-11,118.64,118.74,117.99,118.18,62916700.0,R,R,R,R,R,G,118.50692307692307,100.0,0.0,R,R,R,B,1.0
2005-01-12,118.4,118.84,117.52,118.57,73847700.0,,R,R,R,R,G,118.6098076923077,100.0,0.0,B,R,R,B,1.0
2005-01-13,118.64,118.73,117.5,117.62,55746600.0,R,R,R,R,R,G,118.69480769230769,100.0,0.0,R,R,R,B,1.0
2005-01-14,117.97,118.53,117.76,118.24,41825400.0,,R,R,R,R,G,118.78576923076925,100.0,0.0,B,R,R,B,1.0
2005-01-18,118.05,119.62,117.95,119.47,57175000.0,,R,R,G,R,G,118.89961538461537,100.0,0.0,B,R,R,B,2.0
2005-01-19,119.43,119.52,118.21,118.22,54705900.0,,G,R,G,R,G,118.96192307692309,100.0,0.0,B,R,R,B,3.0
2005-01-20,117.89,118.2,117.29,117.5,71534400.0,R,R,R,R,R,G,118.9801923076923,100.0,0.0,R,R,R,B,1.0
2005-01-21,117.79,118.0,116.65,116.78,63045600.0,R,R,R,R,R,G,118.9705769230769,100.0,0.0,R,R,R,B,1.0
2005-01-24,117.09,117.34,116.37,116.55,58480300.0,R,R,R,R,R,G,118.95980769230769,100.0,0.0,R,R,R,B,1.0
2005-01-25,116.91,117.47,116.72,116.88,68278500.0,,R,R,R,R,G,118.95980769230769,100.0,0.0,B,R,R,B,1.0
2005-01-26,117.32,117.6,117.04,117.23,56276000.0,,R,R,R,R,G,118.96480769230767,100.0,0.0,B,R,R,B,1.0
2005-01-27,117.19,117.75,116.98,117.43,55853800.0,,R,R,R,R,G,118.95653846153846,100.0,0.0,B,R,R,B,1.0
2005-01-28,117.49,117.55,116.61,117.43,59737800.0,,R,R,R,R,G,118.93038461538461,100.0,0.0,B,R,R,B,1.0
2005-01-31,117.97,118.25,117.71,118.16,54083500.0,,R,R,G,R,G,118.91942307692308,100.0,0.0,B,R,R,B,2.0
2005-02-01,118.25,119.08,118.1,118.91,51786300.0,,G,R,G,G,G,118.93923076923078,100.0,0.0,B,G,R,B,5.0
2005-02-02,119.06,119.59,118.9,119.27,52522700.0,,G,R,G,G,G,118.95250000000001,100.0,0.0,G,G,R,B,6.0
2005-02-03,119.06,119.16,118.57,119.11,48729400.0,,G,R,G,G,G,118.95961538461538,100.0,0.0,G,G,R,B,6.0
2005-02-04,119.0,120.43,118.98,120.23,49766600.0,G,G,R,G,G,G,119.01365384615383,100.0,0.0,G,G,R,B,7.0
2005-02-07,120.22,120.52,119.96,120.07,45852700.0,,G,R,G,G,G,119.05384615384615,100.0,0.0,G,G,R,B,6.0
2005-02-08,120.17,120.65,120.07,120.21,38950300.0,G,G,R,G,G,G,119.09326923076924,100.0,0.0,G,G,G,B,8.0
2005-02-09,120.42,120.49,119.25,119.31,53919200.0,,G,R,G,G,G,119.10999999999999,100.0,0.0,B,G,G,B,6.0
2005-02-10,119.66,120.02,119.26,119.74,45812000.0,,G,R,G,G,G,119.13673076923078,100.0,0.0,B,G,G,B,6.0
2005-02-11,119.71,121.04,119.46,120.77,53019100.0,G,G,G,G,G,G,119.19365384615384,100.0,0.0,G,G,G,B,9.0
2005-02-14,120.69,120.86,120.48,120.68,32514400.0,,G,G,G,G,G,119.2473076923077,100.0,0.0,G,G,G,B,8.0
2005-02-15,120.8,121.43,120.68,121.13,44250100.0,G,G,G,G,G,G,119.28384615384616,100.0,0.0,G,G,G,B,9.0
2005-02-16,120.93,121.46,120.67,121.21,51476000.0,G,G,G,G,G,G,119.32000000000001,100.0,0.0,B,G,G,B,8.0
2005-02-17,121.23,170.76,120.22,120.23,57561000.0,,G,G,G,G,G,119.33884615384615,100.0,0.0,B,G,G,B,7.0
2005-02-18,120.17,120.48,119.9,120.36,48322200.0,,R,G,R,G,G,119.36096153846152,100.0,0.0,B,G,G,B,5.0
2005-02-22,119.9,120.47,118.58,118.6,80629700.0,,R,G,R,R,G,119.37057692307692,100.0,0.0,B,R,G,B,3.0
2005-02-23,118.97,119.57,118.6247,119.45,68084600.0,,R,G,R,R,G,119.38326923076922,100.0,0.0,R,R,G,B,3.0
2005-02-24,119.24,120.32,118.98,120.24,68477100.0,,R,G,R,G,G,119.40307692307691,100.0,0.0,B,R,G,B,4.0
2005-02-25,120.27,121.67,120.18,121.43,60943800.0,,G,G,G,G,G,119.44346153846153,100.0,0.0,B,G,G,B,7.0
2005-02-28,121.15,121.3,120.05,120.63,69053900.0,,G,G,R,G,G,119.44846153846153,100.0,0.0,B,G,G,B,6.0
2005-03-01,120.78,121.52,120.78,121.23,46855500.0,,G,G,G,G,G,119.45692307692306,100.0,0.0,G,G,G,B,8.0
2005-03-02,120.76,121.93,120.65,121.17,63807300.0,,G,G,G,G,G,119.46249999999999,100.0,0.0,G,G,G,B,8.0
2005-03-03,121.66,121.9,120.7,121.22,61617000.0,,G,G,G,G,G,119.47038461538462,100.0,0.0,B,G,G,B,7.0
2005-03-04,122.05,122.83,121.8,122.73,55242100.0,,G,G,G,G,G,119.53365384615384,100.0,0.0,G,G,G,B,8.0
2005-03-07,122.66,123.25,122.4,122.79,43485500.0,,G,G,G,G,G,119.59750000000001,100.0,0.0,G,G,G,G,9.0
2005-03-08,122.67,123.0,122.11,122.33,44162000.0,,G,G,G,G,G,119.6348076923077,100.0,0.0,B,G,G,G,8.0
2005-03-09,121.97,122.29,120.96,120.97,73550700.0,,G,G,R,G,G,119.6403846153846,100.0,0.0,B,G,G,G,7.0
2005-03-10,121.2,121.5,120.4,121.24,64881700.0,,G,G,R,G,G,119.64942307692309,100.0,0.0,B,G,G,B,6.0
2005-03-11,121.31,121.72,120.16,120.39,58038700.0,,R,G,R,G,G,119.64692307692306,100.0,0.0,B,R,G,B,4.0
2005-03-14,120.61,121.16,120.28,121.14,35984000.0,,R,G,R,G,G,119.64615384615385,100.0,0.0,R,R,G,B,4.0
2005-03-15,121.42,121.46,120.08,120.14,62478100.0,,R,G,R,G,G,119.6226923076923,100.0,0.0,R,R,R,B,3.0
2005-03-16,119.7,120.155,118.9,119.12,74045400.0,R,R,G,R,R,G,119.58403846153846,100.0,0.0,R,R,R,B,2.0
2005-03-17,119.31,119.74,118.98,119.36,62550900.0,,R,G,R,R,G,119.55499999999999,100.0,0.0,R,R,R,B,2.0
2005-03-18,119.11,119.53,118.15,118.54,61639000.0,R,R,R,R,R,G,119.52115384615384,100.0,0.0,R,R,R,B,1.0
2005-03-21,118.71,118.78,117.76,118.1,61352100.0,R,R,R,R,R,G,119.50711538461539,100.0,0.0,R,R,R,B,1.0
2005-03-22,118.37,118.93,116.9,116.9,92897800.0,,R,R,R,R,G,119.48576923076924,100.0,0.0,R,R,R,B,1.0
2005-03-23,116.945,117.72,116.75,117.0,71728000.0,,R,R,R,R,G,119.45480769230768,100.0,0.0,R,R,R,B,1.0
2005-03-24,117.46,117.99,117.06,117.14,51941900.0,,R,R,R,R,G,119.4298076923077,100.0,0.0,B,R,R,B,1.0
2005-03-28,117.42,117.94,117.31,117.31,46942600.0,,R,R,R,R,G,119.39730769230769,100.0,0.0,B,R,R,B,1.0
2005-03-29,117.14,117.9,116.25,116.53,72883100.0,R,R,R,R,R,G,119.36557692307693,100.0,0.0,B,R,R,R,1.0
2005-03-30,116.78,118.2,116.77,118.18,62474900.0,,R,R,R,R,G,119.35807692307692,100.0,0.0,B,R,R,R,1.0
2005-03-31,118.19,118.46,117.87,117.96,64548400.0,,R,R,G,R,G,119.36461538461539,100.0,0.0,B,R,R,B,2.0
2005-04-01,118.63,118.99,116.91,117.43,97022700.0,,R,R,G,R,G,119.34903846153846,100.0,0.0,B,R,R,B,2.0
2005-04-04,117.36,117.86,116.74,117.63,71397100.0,,R,R,R,R,G,119.31365384615385,100.0,0.0,B,R,R,B,1.0
2005-04-05,117.78,118.38,117.67,118.19,49471100.0,,R,R,G,R,G,119.31307692307692,100.0,0.0,B,R,R,B,2.0
2005-04-06,118.45,118.95,118.18,118.6,52597300.0,,R,R,G,R,G,119.33423076923077,100.0,0.0,B,G,R,B,3.0
2005-04-07,118.41,119.26,118.32,119.24,46687000.0,,G,R,G,G,G,119.38153846153847,100.0,0.0,G,G,R,B,6.0
2005-04-08,119.17,119.21,118.0,118.0,64195900.0,,R,R,G,R,G,119.40942307692308,100.0,0.0,B,G,R,B,3.0
2005-04-11,118.29,118.42,117.83,118.09,45853400.0,,R,R,R,R,G,119.4326923076923,100.0,0.0,B,G,R,B,2.0
2005-04-12,117.89,119.06,117.07,118.7,86121800.0,,R,R,R,R,G,119.46096153846155,100.0,0.0,G,G,R,B,3.0
2005-04-13,118.56,118.8,117.13,117.3,65398400.0,,R,R,R,R,G,119.45846153846153,100.0,0.0,B,G,R,B,2.0
2005-04-14,117.44,117.5,115.77,115.77,98863900.0,R,R,R,R,R,G,119.42653846153846,100.0,0.0,B,R,R,B,1.0
2005-04-15,115.74,116.2,114.1,114.15,133774500.0,R,R,R,R,R,G,119.34942307692307,100.0,0.0,R,R,R,B,1.0
2005-04-18,114.12,114.96,113.96,114.5,98650000.0,,R,R,R,R,G,119.26461538461538,100.0,0.0,R,R,R,R,1.0
2005-04-19,115.1,115.71,114.83,115.41,68387600.0,,R,R,R,R,G,119.1903846153846,100.0,0.0,B,R,G,R,2.0
2005-04-20,115.4,115.63,113.55,113.8,113493400.0,R,R,R,R,R,G,119.08826923076923,100.0,0.0,R,R,R,R,1.0
2005-04-21,114.79,116.21,114.38,116.01,87066500.0,,R,R,R,R,G,119.0071153846154,100.0,0.0,B,R,R,R,1.0
2005-04-22,115.74,116.5,114.27,115.57,89029000.0,,R,R,R,R,G,118.92057692307692,100.0,0.0,B,R,R,R,1.0
2005-04-25,115.86,116.5,115.72,116.33,52318100.0,,R,G,G,R,G,118.84596153846154,100.0,0.0,B,R,R,R,3.0
